title,url
Python招聘需求与技能体系,http://python.jobbole.com/83638/
Dropbox 开源的 Python 解释器 Pyston 0.4 发布了,http://python.jobbole.com/82055/
Python 3.5发布：新增模块，性能优化，对开发者更友好,http://python.jobbole.com/82227/
Python 之父在 EuroPython 大会上谈论 Python,http://python.jobbole.com/81951/
IPython 4.0发布：Jupyter和IPython分离后的首个版本,http://python.jobbole.com/81945/
Python解释器PyPy 2.6.0发布，比CPython快7倍,http://python.jobbole.com/81565/
为什么数据科学家们选择了Python语言？,http://python.jobbole.com/81039/
人们对Python在企业级开发中的10大误解,http://python.jobbole.com/80936/
Eric Raymond对于几大开发语言的评价,http://python.jobbole.com/79421/
,http://python.jobbole.com/79737/
Python编程语言的发展简史,http://python.jobbole.com/77656/
Python 3 能振兴 Python,http://python.jobbole.com/75158/
Python 3 正在毁灭 Python,http://python.jobbole.com/69811/
Python 2013 精彩回顾：新闻、好文和资源,http://python.jobbole.com/59535/
Python之父：为什么Python数组下标从0开始,http://python.jobbole.com/58018/
Python热点回顾第一期,http://python.jobbole.com/53346/
Slashdot对Python之父的采访,http://python.jobbole.com/47081/
Python状况：为什么PyPy是Python的未来？,http://python.jobbole.com/39757/
Vim 7.4 计划已公布，具体发布时间待定,http://python.jobbole.com/39429/
为什么 BIND 10 要用 C++ 和 Python 来写,http://python.jobbole.com/34289/
,
,
,
,
,
,
,
,
,
,
,
帮你提升 Python 的 27 种编程语言,http://python.jobbole.com/88062/
7 个你现在就该学习 Python 的理由,http://python.jobbole.com/87991/
为什么 Django 能持续统治 Python 开发世界,http://python.jobbole.com/87986/
Python vs Ruby: 谁是最好的 web 开发语言？,http://python.jobbole.com/87906/
Python + Django 如何支撑了 7 亿月活用户的 Instagram？,http://python.jobbole.com/87814/
你该学习 Python 的 7 个理由,http://python.jobbole.com/87688/
Python 是慢，但我无所谓,http://python.jobbole.com/87673/
2017年的golang、python、php、c++、c、java、Nodejs性能对比,http://python.jobbole.com/87559/
Python 迁移到 GitHub 的幕后故事,http://python.jobbole.com/87470/
我为何从 Python 转向 Erlang,http://python.jobbole.com/86860/
为何我暂停了维护 Python 社区的志愿者工作,http://python.jobbole.com/86830/
电影里的代码之《机械姬》：筛法求质数,http://python.jobbole.com/86496/
numpy：python数据领域的功臣,http://python.jobbole.com/86454/
不要再写出不能在 Python 4 中运行的程序了,http://python.jobbole.com/86040/
Python 面试问答 Top 25,http://python.jobbole.com/85873/
学习Python的三种境界,http://python.jobbole.com/85780/
Python 之父谈论 Python 的未来,http://python.jobbole.com/85631/
